exit_any,sector_grp,years_since_first_investment,flag_founding_pre2000,first_round_syndicate_size,first_round_foreign_investor_share,first_round_corporate_vc_flag,first_round_late_stage_pe_flag,first_round_investor_experience_mean,log_investor_experience_mean
0,Consumer Products,5.711156741957564,0,1,0.0,0,0,19.0,2.995732273553991
0,Software,8.752908966461328,0,2,0.0,0,0,35.5,3.597312260588446
0,Food,8.128678986995208,0,1,0.0,0,0,20.0,3.044522437723423
0,Other,1.2210814510609171,0,1,0.0,1,0,9.0,2.302585092994046
0,Internet,5.489390828199863,0,4,0.75,0,0,135.25,4.914491433543353
0,Other,8.177960301163587,0,1,1.0,0,0,238.5,5.4785534168509695
0,Healthcare IT,0.6789869952087612,0,1,1.0,0,0,493.0,6.202535517187923
0,"Automobiles, Other Vehicles & Parts",4.84599589322382,1,1,1.0,0,0,132.0,4.890349128221754
0,Medical Devices & Equipment,0.7227926078028748,1,1,1.0,0,0,61.0,4.127134385045092
0,Internet,9.49760438056126,0,2,0.5,0,0,2065.75,7.633732604132785
0,Other,9.593429158110883,0,4,1.0,0,0,366.0,5.905361848054571
0,Software,3.3100616016427105,0,2,0.5,1,0,32.0,3.4965075614664802
0,Software,9.880903490759753,0,4,0.5,1,1,100.75,4.622518824322705
0,Agribusiness,4.093086926762491,0,2,0.5,0,0,15943.0,9.676837861892631
0,Consumer Products,7.581108829568788,0,2,0.5,0,0,862.0,6.760414691083428
0,Other,8.903490759753593,0,1,1.0,0,0,53.0,3.9889840465642745
0,Software,3.592060232717317,0,3,0.6666666666666666,0,0,1869.8,7.5341214258517315
0,Medical Devices & Equipment,9.582477754962355,0,1,0.0,0,0,115.0,4.7535901911063645
1,Other,6.573579739904175,0,1,1.0,0,0,562.0,6.333279628139691
1,Other,6.573579739904175,1,1,1.0,0,0,562.0,6.333279628139691
0,Software,7.143052703627652,0,1,1.0,0,0,75.0,4.330733340286331
0,Other,5.582477754962355,0,1,0.0,0,0,3099.0,8.039157390473237
0,Pharmaceuticals,9.88911704312115,0,1,0.0,0,0,7.0,2.0794415416798357
1,Other,6.351813826146475,1,1,1.0,0,1,7.0,2.0794415416798357
1,Consumer Products,2.6721423682409307,0,1,0.0,0,0,3099.0,8.039157390473237
1,Internet,1.8151950718685832,0,1,0.0,0,0,3.0,1.3862943611198906
0,Financial Services,9.754962354551678,0,1,1.0,0,0,5.0,1.791759469228055
0,Financial Services,5.117043121149897,0,2,1.0,0,0,7913.5,8.976451799125792
0,Financial Services,8.706365503080082,0,2,0.5,0,0,10018.8,9.21231841435981
0,Education/Training,3.6358658453114305,0,2,0.0,0,0,1420.3333333333333,7.25935067717757
0,Software,7.649555099247091,0,2,0.0,0,0,17.5,2.917770732084279
0,Financial Services,9.776865160848734,0,2,1.0,0,0,303.5,5.718671087149952
